Name;Date;Amount;Category;Notes
Bobbie Raynor;2023-07-16;8948,42;travel;CARUS TREMO AUTUS COLLUM SAEPE SPERNO SOPOR INFIT TIMIDUS CASSO.
TERRY ORTIZ;18/10/2023;6172.06; OTHER ;AUT LABORIOSAM SINT.
  Percy O'Connell  ;6-4-2023;2562.50;Office; Accusantium arx charisma textor. 
  Miss Isabel Crooks  ;2-1-2023; 88.70 ;FOOD;aetas suasoria vaco sub custodia cunctatio valeo amor.
Susan Mann;6-30-2023;4395.51;Travel;Benevolentia adimpleo accedo utrimque porro debeo calamitas.
ANDREA BASHIRIAN;4/3/2023;1819.60;Food;Depromo decor basium a accedo brevis.
Tanya McCullough;1/10/2023;8975.46;TRAVEL;Quisquam cometes fugiat antiquus vociferor.
Armando Reinger;14/5/2023;7141.95;Travel;Vorago volva denuo.
Emanuel Moore;11-25-2023;4439.44;Other;Tremo adicio tui.
Lora Morissette;2023-12-21;34.06;OTHER;Debilito carus creator theologus caritas charisma degusto.
  Chris Mayer  ;5-18-2023;5530.97;Travel;Suffoco laborum tubineus.
  Jerald McDermott  ;25/12/2023;1076.19;Food;Ascit officiis voveo incidunt dapifer fugiat.
Ora Becker;25/11/2023;7277.07;Health;Balbus credo audeo video ago comburo assentator tollo altus.
Judy Hegmann;2-6-2023;2094,82;TRAVEL;cursim aureus coma solium acquiro dicta corporis velum.
Lila Collier;12/1/2023;6815.02;Travel; Vinco conicio apud. 
nathan gutkowski;10-6-2023;4160,34;Health;Basium ullus correptius arca delego curiositas adamo adiuvo.
  FREDDIE CONSIDINE  ;4-9-2023;6681.80;Other;Magnam strenuus cognatus damnatio vesper universe celo colo vitiosus articulus.
  Franklin Cronin  ;4-7-2023; 4565.21 ;health;temptatio speciosus molestias.
MS. MAXINE FERRY;9/8/2023;9388.60;Travel;CATENA ADSUM TEXO.
Ken Jacobs;8-29-2023;5080.90;Office;Cedo venio debilito talis harum aestivus vergo ager utrimque super.
mr. milton murazik;2023-03-05;3633.78;other; Sequi adulatio urbanus sodalitas suppellex verbum territo clam sollers demitto. 
Joseph Vandervort-Boyle;18/10/2023;2071.66; TRAVEL ; Summopere arto commemoro admiratio astrum. 
Dr. Marvin Hegmann;2023-09-23;4008,97;Travel;Suspendo solio currus ciminatio valetudo callide cras voco.
Mr. Darrin Klocko;12-13-2023;2200.23;travel;talus chirographum altus arma aestivus canto.
LOLA WILKINSON;2023-08-16;1691.98; other ;Denique avaritia ad culpo blandior ustulo tondeo porro carcer.
  fred feeney  ;10-7-2023;8023.66;Food;Adiuvo subvenio quis corroboro eos.
BRADLEY BRUEN;24/4/2023; 8230.17 ;Office; ADDO ENIM TERMINATIO CREBER ULTERIUS CANONICUS DERELINQUO. 
kim jaskolski;26/7/2023;2036.80; TRAVEL ;PECTUS VICTUS VENIAM RERUM CICUTA BONUS.
wilson boyle;4-24-2023; 475,94 ;OFFICE;AUFERO STULTUS CURRUS SURSUM PATROCINOR AEGRUS BASIUM QUAERAT.
LETICIA SWIFT;6/6/2023;1924,92; Travel ; concedo benevolentia adopto crepusculum earum. 
ms. joanna pacocha;1/7/2023; 5234.63 ;Other; Magni placeat sursum viriliter. 
Mr. Gregg McLaughlin;8-19-2023;4843.38;other; audacia alienus temptatio spiritus tribuo. 
  Norman Schmidt  ;2023-03-31;5211.03;other;Combibo arcesso timidus arma.
Alton Stark;2023-01-06;5630.34;Food;degusto aeger cauda cubo.
LOUIS STOKES;2023-08-31;6182.11;Travel; Argentum cupio tenus cultura. 
Melanie Spinka II;2023-01-01;1512.29; Other ;Torrens tripudio vestigium cubo unde modi.
Eric Conn;11/2/2023;6892.95;travel;Vulgivagus desipio consuasor vacuus.
Miss Judy Durgan;2023-07-13;3952.90;Other;Vulgaris cado vulgus vis deorsum cohaero conitor depopulo claustrum.
cynthia reinger md;3/8/2023;8333,86;office;nesciunt caelum usque delego barba toties.
DANIELLE HEIDENREICH;23/9/2023;4562.95; travel ;DEFETISCOR BENE CRINIS CARIOSUS AMISSIO CONSPERGO CONSECTETUR.
Paul Murray;2023-05-18; 9480.79 ; office ; Velociter succedo corroboro repellat auxilium tunc perferendis. 
  Judy Abernathy MD  ;2023-02-14;6083,20;OTHER;CONSTANS ARX SOLIO SUBNECTO ARA CONVOCO UNDE DELICATE TURBO CIRCUMVENIO.
ROSEMARIE BALISTRERI MD;2023-12-30;5055,68;Travel;Saepe comedo modi pecto defungo sto provident.
dean schuster;17/5/2023;5346.80;TRAVEL;QUO ITAQUE ADVOCO VALIDUS ACIDUS CENSURA.
pablo hoeger;6/2/2023;6557.16;Health;Cilicium quas acerbitas cohibeo delectus tero accusamus crustulum.
Penny Paucek Jr.;13/1/2023;6166.77;food;Modi vae cattus tam ventito dignissimos.
Ray Dietrich;3-7-2023;7816.94;health;Civis damno pel ventito tantillus vereor verus attero cupiditas supellex.
COREY FADEL-CARROLL I;7/10/2023; 4809.72 ;OTHER;voluptatum tabella succedo est spero solio vallum beatae tardus.
Belinda Harris;2023-06-08;4391.68;Travel;Denuncio deleniti assumenda.
Pauline Parisian;2023-04-10;7543.88; Travel ;Creta unus toties eveniet cattus cariosus demoror exercitationem.
Monique Quigley-Boyle PhD;12-7-2023;5291.20;Other; Supra sumo vis thorax virgo angustus aurum cena adfectus vinitor. 
  Hector Pfannerstill  ;5-30-2023;4876.55; food ; VOLUPTATEM COHIBEO BOS SUB VELUM. 
MISS ANA RUSSEL;10/6/2023;3107,21; FOOD ;Vox dolore crustulum vergo solum.
Dr. Leland Connelly;11/11/2023;2945,23;Other;Degenero desino adfectus damnatio.
  Mr. Tyler Kassulke  ;2023-08-03;4657,86;Food;BALBUS VILICUS CIMENTARIUS SPARGO TABGO TRADO COMBIBO UTERQUE SUFFRAGIUM.
  Eddie Franecki  ;31/1/2023;6819.50;Office; Abutor tenax cunctatio benevolentia. 
Brandon Waelchi;4/1/2023; 8892.05 ; Food ;Patruus claustrum subiungo auxilium.
floyd murazik;2023-07-29;2090,93;Other;communis patruus vir conitor attonbitus et.
geneva reichel;2023-07-08;4315.89;Office;aiunt tum nesciunt appono conforto usitas laudantium centum cervus vigilo.
RONALD RUNOLFSSON;11-20-2023;1609,67;Food;Velociter averto adinventitias caterva audax.
Mr. Delbert Mayer;13/8/2023;6502,15;Travel; auditor ancilla volutabrum depulso viscus cursus. 
MR. TED NOLAN I;2/6/2023;9883.67;Office; currus vinitor celer defungo amplus velit. 
EDGAR JAST;2023-11-30; 886.49 ;Health;amplitudo supellex aqua patria voluptates viscus curatio harum cetera degero.
  mary towne  ;3-16-2023;8155.26;Other;Deprecator defluo voveo caritas quaerat appello thema.
Helen Strosin;2023-08-25;8625.60; Food ;Bardus soleo cimentarius suppono arcesso bis provident studio nesciunt volva.
  Carrie Bauch MD  ;31/8/2023;205.21; Food ;Amet tandem communis adhuc angelus tui mollitia.
miss belinda dietrich;15/7/2023;6024.21;Office;Aestivus deporto corpus adipisci claudeo sophismata.
Louis Ziemann Sr.;2-14-2023;2342,94;Other;adaugeo arguo aequitas carbo adeo deinde spero.
GORDON VON PHD;1-15-2023;4530,06;Travel;deorsum absque cometes.
harvey heathcote;2023-09-10;5428.38;Office;Despecto administratio assentator undique.
Christie Mertz;3/5/2023; 1937.96 ;food;Arbitro urbanus spero spero timidus tertius.
  dianne frami  ;2023-07-13;402.73; Office ;TOTAM TEGO ADIPISCI BELLUM.
Daisy Heaney MD;6-15-2023;3363,30; Health ;Virtus eveniet tres antiquus corroboro sursum spiculum.
  Esther Rolfson  ;3-25-2023;315.45;Health;Adeptio culpa spes chirographum aetas sumo cariosus coniecto.
  Lila Russel  ;4-26-2023;4536,93;Travel;Cubicularis thorax volaticus.
Donna O'Connell;29/11/2023;8401.02;office;Officiis ager vulgus vel.
Marlon McLaughlin;29/4/2023; 338.98 ; Other ;Bis conservo cui spero solum copia.
  Darlene Bruen  ;6/3/2023;796,32; other ;Temperantia vilitas confugo thermae causa adfectus derelinquo.
Courtney Thiel;10-8-2023;9547.47;Office;Torqueo tricesimus acervus turba temperantia clarus blanditiis tabgo.
willie beatty;19/12/2023;9708,98;Travel;Succurro thema tolero.
  Israel Hayes  ;25/11/2023; 2888.74 ; Office ;compono causa conicio decretum vomer celo sumo.
Eugene Macejkovic;1-21-2023;1175.59;Office; Cupiditas cogito depromo quas cattus quidem reiciendis credo absconditus cado. 
  JOSEPHINE LOWE  ;22/6/2023; 5278.03 ; Other ;Cervus degenero ciminatio aptus demoror xiphias.
alexandra ebert;28/9/2023;395,14;HEALTH;Aufero calculus decumbo sto turbo copiose.
stella cormier;13/4/2023;104.69;Office;Comptus decipio vesica doloremque placeat valetudo.
Julius McDermott;2023-05-17;8836.78;Other;Decor modi turba veritas caecus quos laudantium thermae.
Ashley Murazik;9-9-2023;6655.88;Office;VETUS ADIPISCOR SUFFRAGIUM.
Lindsey Walter;10-1-2023;590.86;Food; Numquam victoria admoneo desparatus caterva spes adflicto. 
Joanna Brekke;7-8-2023;5275.63;Food;Tener commemoro careo arceo debitis supra centum velit.
Melissa Sawayn;3/12/2023;8778.11;TRAVEL;Cursim unde talis carbo coaegresco coma vigor voluptatibus auctus.
  Horace Upton  ;2023-08-02; 5783.32 ; Office ; Sperno conculco umerus. 
Edna Waters;25/6/2023;1480.01;Food;Coma venustas anser vulpes consequatur accusantium delectatio conturbo.
Tamara Senger;12-22-2023;9040.61;FOOD;Surgo adsidue pel amplexus.
  Sue Koch  ;2023-06-10;2139.11;other; Quam cernuus corrigo dolor. 
Bert Ledner;9-7-2023;9910,21; Other ;ANIMUS UT VOLO ADICIO DESIDERO CAPUT AMBITUS TYRANNUS CREDO EST.
GLORIA PFEFFER;22/12/2023;839.70;Travel;Ago cilicium thermae thesaurus tibi turba aqua impedit quidem decumbo.
  Fannie Barton  ;2023-11-29;8487,29;Other; TOLLO DECUMBO ULTERIUS TEPIDUS. 
Anna Fay;8-10-2023;1315.91;travel;Candidus consequuntur provident adficio attollo.
Sharon Senger Jr.;1-10-2023;5893,67;Other;Tamen suffoco verbum tempora terebro denuo beneficium doloribus tribuo.
zachary spencer;26/5/2023;9635,47;Office;depopulo spiculum tenuis.
bonnie skiles dvm;13/11/2023;1907.20;OFFICE;Adipisci comminor super angulus vitae curto.
mitchell bergstrom;2/12/2023; 2871.47 ; other ;ADVENIO APERIO VALLUM VIDUO NECESSITATIBUS CAUTE AUDITOR CUBO SUBIUNGO INVENTORE.
shelia roberts;15/5/2023;6905.68;Food;cauda suus aeternus.
cecelia vandervort;2-9-2023; 2108.67 ; travel ;Deficio astrum depono.
Angel Reinger;2023-05-12;1028.60;Office;sophismata bonus delectatio cito acervus in ex thymbra nam verecundia.
LETICIA PREDOVIC SR.;2023-10-17; 750,16 ;Other; Cernuus comburo quam auctus adimpleo labore suffragium claudeo. 
deanna waters jr.;28/5/2023; 280.54 ;Travel; Tardus vomito occaecati voluptate natus charisma numquam. 
Robin Pagac;2023-03-23;4529,95;Other;Tres aegre cibus labore thymbra nemo curso brevis adstringo quis.
Isaac Satterfield-Abernathy PhD;2023-01-28; 716.08 ;Office;Vulgivagus ustilo vulticulus clam.
april walker;2023-05-01; 2491.22 ;OTHER; Demo cunctatio magni decor desidero vitae accusator. 
  DAVE ARMSTRONG  ;2023-06-19;5544.86; TRAVEL ; basium titulus quisquam tutamen absconditus. 
  janis ankunding  ;11-4-2023;5095.66;Office;Animi dapifer spectaculum validus.
  Nicolas Treutel  ;2023-03-03; 8853,11 ;OFFICE;Validus tamquam a eveniet eos stipes delibero tepesco peccatus rerum.
Lila Lehner;6/3/2023;7342.98;TRAVEL;Vitae absens coepi quos aegre cum degero combibo arbor.
alberta dooley;26/1/2023;4586,19;Other;Ver terga suppellex suppellex amor cupiditate nihil facere.
Dr. Aubrey Bosco;2023-09-12;6836.64;travel;Ipsam earum derelinquo colo vehemens ulciscor colligo abundans summa.
  Isaac Little PhD  ;6-1-2023;8982,15; Travel ; Comes vehemens saepe studio. 
lillian wilkinson jr.;8/2/2023;4956.59;Office;Video antiquus vir depopulo tenetur odit vero cras bellum accusantium.
Matthew Cassin;2023-07-04;9754.97; Food ;Velociter complectus tracto tergeo consuasor talio currus dapifer tutamen admoveo.
Nicholas Rice;2023-08-19; 1438.26 ;Other; succedo dicta amiculum trado adaugeo compello. 
sheldon hoeger;2023-12-30;5002.15;Travel;Sumo quo atqui sulum conduco vox pariatur absconditus cubo.
ELSA SCHADEN;11-22-2023;4338.97;health; Adeo ad censura comedo viscus contigo certus capillus similique suscipio. 
MS. MELANIE KUNDE;22/6/2023;7147,75;Other;Deficio aer assentator aequitas conicio.
Kristine Jacobi;2023-11-04;6252,37;Food;Censura minima aperio solvo concedo ullam amissio rerum.
Israel Koss;6-26-2023;4377.13;Other;Tamen volo celebrer vulpes sapiente tandem repellendus.
  minnie smitham  ;6/1/2023;3382,14;Health;Mollitia crinis ullus caelestis officia aperte tenuis summisse cibo vetus.
Willard Rohan;2023-09-21; 3455.69 ;FOOD;CARBO USUS ILLO THECA.
Brian Kovacek;3-9-2023; 1006.29 ;Office;Attollo versus capitulus callide voluptates acceptus eos cupio cum tabgo.
Joanne Crooks;2023-08-16;3934,92; Office ;Adfectus animadverto admiratio beatus vinco aut tondeo.
Jimmy Torp Jr.;22/8/2023;1376,92;Office;Aliquam depopulo avarus blandior eaque.
Julia Ondricka;3-12-2023;9023.84;Health;Tardus pectus maxime tui inflammatio accusator.
  EMMETT RITCHIE  ;2023-01-06;2502.94;Health;arbustum ad administratio desidero dicta stips eligendi vitium adficio.
carole vandervort;16/4/2023;1132.78;Travel; Victus aliquid vallum cognatus debeo fugit umquam architecto corrumpo. 
Elena Gleichner Sr.;9-9-2023;1217,17;OTHER;Tutis caput cerno verecundia fugit certe deprecator delectus.
Sally Stark;21/3/2023;5423,93; Other ;tres clementia adulatio auctor.
Nora Legros;25/8/2023; 2629.75 ;Office;Aperiam denego infit vociferor repudiandae aranea advoco.
LEO STRACKE;15/11/2023;631.39;Food; Decretum ultra repudiandae subnecto alo sol vilitas comprehendo. 
sylvester ratke;1-1-2023;9687,77;Health;Nulla alioqui vulpes.
Mrs. Mable Waters;6/12/2023;1851.25;health;Terebro agnitio amicitia suffoco comis desidero aduro tergiversatio aestivus.
  Katie Waelchi  ;1/10/2023;1005.95;Other;Abscido denuncio bis taceo adsum vilicus.
Clayton Kuhn;2023-09-14;8043.40;Food;DENS URBS NOBIS VINUM VESTER VILLA DEPEREO ABSQUE TERGEO DEMO.
Gayle O'Connell;12/2/2023;6534.68;Office;CREBER THERMAE CERNO VIDELICET ACSI PATRIA IPSA PECTO DELENITI.
Kathleen Kunze;1-11-2023;7041,33;Health;accusamus depereo ut textus vesco hic tres vilicus agnosco.
rex macgyver;2023-09-23; 6547.67 ;Travel;Uxor esse arceo denego crebro tergeo debitis tandem bellum.
Carlos Braun;10/10/2023;4497,36;Health; BESTIA BENEVOLENTIA TERRITO DEFLUO FACERE. 
FLORENCE SCHADEN;22/2/2023; 9279.85 ;Travel;Supellex statim sint solum.
Santiago Runte;2023-01-25; 8877.15 ;Health; Tutis decerno ea arca. 
Lynn Fay;29/11/2023; 9999.34 ;food;Tribuo amoveo vacuus tabesco commodi tenus aqua nihil denuncio.
  Henrietta Connelly  ;2023-06-22;6862,08;FOOD;tergiversatio nobis aperiam cibo molestias convoco arma contigo alias accusantium.
Essie Bergstrom;2023-11-12;3711,58; Food ;Apto solus suadeo quas tandem denuo.
  Preston O'Hara  ;29/3/2023;8809.15;Other;COPIOSE AB TUI CLARO AMITTO STILLICIDIUM CATERVA SUPRA.
  Darnell Pouros-Jacobs  ;2023-07-20;7951.93;travel; Audacia utrimque causa aggredior. 
Clara Mitchell;27/8/2023;4624,06; Health ; ANIMADVERTO DECOR AD TALIS DEMENS CONFERO SUBSTANTIA SUCCURRO VER. 
Patsy Rempel;9-10-2023; 764.95 ;OFFICE; Angulus thalassinus aptus arceo ut sunt quasi ademptio textus. 
SERGIO CUMMERATA;8-20-2023;4002.35;Office;Degusto quibusdam vae deprecator audacia dens.
Jana Braun;9-17-2023;9068.42;Health; Incidunt valens thymbra deserunt theca tenetur. 
MR. IVAN KUHLMAN-DARE;24/6/2023;9982.81;Other;culpa condico minima velut derideo.
Marco Ryan;20/2/2023;6313,74;Office; Ocer voluptates curia recusandae concido delectatio quos. 
  Roosevelt Reilly Jr.  ;23/6/2023;305.22; health ; DESINO DEMULCEO DEFLEO CLEMENTIA FUGIT VENUSTAS SOMNICULOSUS CRUR SEQUI. 
Mr. Roland Braun-Ebert;15/1/2023;9565,58;Food;Defleo absens summisse cometes amissio temperantia stultus caveo.
  Clark Ryan  ;2023-11-08;5199.59;food; Turpis ventito absconditus aggero tergiversatio aliqua ex. 
Kelly Smitham;9-27-2023;8805,68;HEALTH; Considero templum solitudo tabella sursum. 
PABLO CHAMPLIN;2023-06-25;5370.50;Office;auxilium admoneo aiunt centum beatus triumphus dolores velut.
Ian Marquardt;13/3/2023;6911,78; Other ;Attollo circumvenio crastinus tener capto libero asporto tabula.
eunice gorczany jr.;15/11/2023;9213,86;Travel;CUNABULA VOCO TAEDIUM ABUTOR COHIBEO SUFFICIO DELECTATIO ALIAS ADFICIO.
rudolph mante-schultz;6/5/2023;5945,19;Food;Temptatio sodalitas sed iure.
crystal glover;2023-03-22;3759.85;office; CURRUS COAEGRESCO DEMENS VELUM QUOD TURPIS. 
Sam Goldner;4-11-2023;4161.52; OFFICE ;surgo carcer spero et solum audio capio vox delego vestigium.
JILL GULGOWSKI;4-25-2023;9925.60;Office;commodi vilicus derideo quam summopere vorago sint tantum.
carmen bogisich;2023-12-28; 7116.71 ;Health;quo clam tutamen sortitus crapula vicinus verus.
nettie vandervort;3-7-2023; 517.18 ;Office; Architecto vigilo certus amplitudo tot admitto. 
IRVING GUSIKOWSKI;9-27-2023;4930,54;health; Vesper patior temeritas deporto vobis validus. 
Hope Cormier;17/4/2023;5130.24;other;Abstergo laborum uxor utrum corrigo rerum tredecim arguo cometes audio.
  Dan Pacocha Jr.  ;2023-07-05;8016,06;TRAVEL; ATTONBITUS CARBO PERSPICIATIS CINIS DEPROMO VINDICO. 
clara quigley;3-4-2023;8325.68;Travel;Neque demoror doloremque appositus acidus pecto audeo strenuus confugo corona.
Nathan Windler;2023-10-01;3829.27;TRAVEL;VITAE AEGER AURUM ATAVUS VESTER.
Erica Kling;11-25-2023; 3526.76 ;FOOD;Urbs aufero cilicium iste crinis dens.
Frances Goyette;8-5-2023;1427.30;travel;Claudeo odit collum accommodo aegrotatio bardus.
  Morris Goyette  ;7-25-2023;6146.70;office;DENUO VOVEO BOS VILICUS AMET.
Miss Terri Zieme;10-24-2023;6320.23; Food ;Pecco totidem stabilis stultus repudiandae valeo deripio correptius contra.
Matt Pagac;2023-08-16;399.59; travel ;turbo varius desino admitto vivo altus sodalitas turpis a.
Angelica Jacobi;2023-09-06;365.61; Food ;Cribro conservo voluptatum ciminatio peior acies ocer corrupti.
Eugene Schultz;2023-04-02;1718.20;Health;confugo statua ante supra.
Antonia Reichel;2023-10-22;842,39;other;recusandae coruscus dens cometes.
GRANT DECKOW;9-5-2023;8624,90;Health;Adamo suppellex usus numquam.
glen rippin;2023-08-23;9339.23;Food; tot claustrum clam condico adimpleo. 
Eleanor Kozey;10-26-2023;2880.80;Health; Arguo admiratio curtus paens qui audio deludo benevolentia pecco addo. 
Mary Lebsack;17/9/2023;5198.35;health;Tredecim urbanus crux damno.
Clint Thompson;2023-04-21;6389.13; Health ;Sollicito aetas repellendus universe.
  gwendolyn price  ;14/12/2023;1336,07;Travel;Adnuo tenuis labore compono spargo aperte administratio auxilium.
Angel Simonis;12-21-2023; 2740,41 ; TRAVEL ;Venia sodalitas utique magnam ciminatio cuppedia.
Ray Koepp;2023-08-28;6102,86;Other;ADEMPTIO VOLUPTATEM DEMOROR CONSPERGO CONSIDERO VOCO DELEO VIA.
Anthony Abernathy;8-12-2023;4392.67;Food;Auditor conturbo pecto cubo valens contabesco nisi aestus certe.
DALLAS MURRAY;2023-04-23; 5438,37 ; FOOD ;pauci videlicet magni cado.
